id,Insult,Date,Comment,Usage
1686,0,20120603073117Z,"""True that - most people don't like it when you know who u really are. Sad but true.""",PrivateTest
1687,0,20120527175552Z,"""That's not a nipple fags,, it's just a crease in her jacket exposing a beige halter top underneath. Kim ks nipples r fukn huge and dark like African dinner plates ud kno when you see them! Trust meh""",PrivateTest
1688,1,20120531132958Z,"""Josh you sound like a girl. Seriously, stop whining yo. """,PrivateTest
1689,0,20120529022822Z,"""Get a tan? get a tan? Bitch your black, I swear black people want to be and do what whites do so bad """,PrivateTest
1690,0,20120529160316Z,"""shooting and action motherfuckers\n""",PrivateTest
1691,0,20120528100347Z,"""Ha,you all talk a load of crap,you should stick with the things you really are brilliant at.""",PrivateTest
1692,1,20120531153243Z,"""CAN U LEAVE BLACK WOMEN OUT YOUR MOUTH. Even when ya'll don't date us we are still in your mouth. It's unbelievable black men. You guys act like little toddlers. ACCEPT RESPONSIBILITY FOR YOUR SCREW UPS. This is why nobody respects you. Damn you guys are stupid mofos.""",PrivateTest
1693,0,20120529013822Z,"""fuckn loser""",PrivateTest
1694,0,20120601200943Z,"""You do know that crack kills?""",PrivateTest
1695,1,20120603043011Z,"""Until mommy puts you to bed that is..""",PrivateTest
1696,0,20120602150317Z,"""Shawna, loved your boards....you must be an awesome mom!!  Dennis\n""",PrivateTest
1697,0,20120603184322Z,"""That says more about your other players than Lynch dont you think?""",PrivateTest
1698,0,20120603100413Z,"""Thought maybe you were in the market :)""",PrivateTest
1699,1,20120825042417Z,"""I seriously dislike hypocrites like him. His fans keeping defending him, but he still is a major hypocrite. If he is homophobic, he shouldn't be all touchy with the other member like that,\xa0acting gay and denying homosexuals is stupidity. I wish people were more open-minded...""",PrivateTest
1700,0,20120603010024Z,"""Get em XD, you are batting 1000!!!""",PrivateTest
1701,0,20120601224212Z,"""I hate both of you lucky bastards, I wanna go to E3! :(""",PrivateTest
1702,0,20120529210047Z,"""Stoudamire was a freaking beast what are you talking about?""",PrivateTest
1703,0,20120531055004Z,"""That's what I love about Mad Men: it erases all that nostalgia and makes you realize what a shit sandwich the olden days really were.""",PrivateTest
1704,1,20120603090344Z,"""Yes we are insignificant to your economy, so what are you doing here. Shut up and go bother the big boys. We don't matter to you and you don't matter to us. Estupido!""",PrivateTest
1705,0,20120602150608Z,"""Thanks for the repin. Are you going to Emerson?""",PrivateTest
1706,1,20120529013609Z,"""Making fun of you would be too easy.""",PrivateTest
1707,1,20120601072813Z,"""And yet you are still a dumbshit?\xa0""",PrivateTest
1708,1,20120601131431Z,"""you're an idiot""",PrivateTest
1709,1,20120529030314Z,"""What is your point White Troll???""",PrivateTest
1710,0,20120824181807Z,"""so the fake one then?""",PrivateTest
1711,1,20120601201052Z,"""You're lame. """,PrivateTest
1712,1,20120529065045Z,"""Hey Goddamn Faggot keep your jacking off comments to yourself please.\xa0Thanks, you can keep holding your dick too.\xa0 (Actually what you said was cool just way too fag- but you know that, since you are)""",PrivateTest
1713,0,20120529022731Z,"""You must be a veteran Celtic fan.  """,PrivateTest
1714,0,20120527025012Z,"""Are you drunk??????????""",PrivateTest
1715,0,20120602224215Z,"""You're right""",PrivateTest
1716,1,20120531222429Z,"""Do you ever get out of your moms basement?""",PrivateTest
1717,0,20120602033550Z,"""are you  kidding?""",PrivateTest
1718,0,20120528233204Z,"""Because we are not going to do your work for you!""",PrivateTest
1719,0,20120601111159Z,"""Are you lost?""",PrivateTest
1720,0,20120601203353Z,"""Ms. Pelosi, you are a f^%#*@g idiot!""",PrivateTest
1721,1,20120826131420Z,"""You should be embarrassed by not recognizing how ignorant you sound.\xa0 And probably are.""",PrivateTest
1722,0,20120824092258Z,"""Thousands* philosophy and religion go back to the beginning of our existence """,PrivateTest
1723,0,20120528221439Z,"""Why you gotta say black? why couldn't you just say the average person. You were trying to make someone feel stupid but you just made yourself look stupid. (typical\xa0society)\xa0""",PrivateTest
1724,1,20120603031812Z,"""Are you f*cking serious. Goddamn it""",PrivateTest
1725,0,20120531222447Z,"""If these fucking ""brick and mortar"" stores weren't 60% higher than online prices, then yes, I would use my local economy. But the fact is, they bitched and moaned about how they are treated unfair, and this is the fruits of their labor.\n\nFrankly, all politicians need to be ousted!""",PrivateTest
1726,1,20120602095055Z,"""To Chindokae: You are dumber than Zimmerman.""",PrivateTest
1727,1,20120603173339Z,"""are you mad ????""",PrivateTest
1728,0,20120528222803Z,"""\xa0Ah good, we didn't have enough people bitching about Girls in the comment section for reviews on that show.""",PrivateTest
1729,1,20120601201003Z,"""You are just the modern day Einstein...""",PrivateTest
1730,1,20120603163405Z,"""And I smell a Dumb $hit. oh it's just you and your stupid Post.. what a moron!""",PrivateTest
1731,0,20120527004730Z,"""<P>cry cry cry</P>\n<P>whaaaaa you guys are mean to Obama </P>\n<P>*sniffles*</P>\n<P>stop being so mean </P>""",PrivateTest
1732,1,20120823153554Z,"""Why are you putting words in my mouth? I would best you senseless using your skateboard """,PrivateTest
1733,0,20120601113248Z,"""It was crap then too.  Whats your point?""",PrivateTest
1734,1,20120826032404Z,"""See, you're nothing but a dumb\u0430ss.""",PrivateTest
1735,1,20120527175829Z,"""\xa0dumbshit motherfucker\n""",PrivateTest
1736,1,20120601122925Z,"""Have fun dieing early fatty.\xa0 Your non-meat diet isn't saving you from atherosclerosis.\n\n""",PrivateTest
1737,1,20120529163855Z,"""I'm stupid? \xa0Have you read your nonsensical comment, based on presumptions you've pulled from your hat? \xa0""",PrivateTest
1738,1,20120529073758Z,"""Like if you have a diploma (of any kind).\nComment if your getting money with that white (coke) and it's MOB (money over bitches) and stop snitchin or Making a rap career""",PrivateTest
1739,1,20120528144951Z,"""you are a \xa0sick breed...""",PrivateTest
1740,1,20120528095232Z,"""""Monkeyboy""?\n\nGet back to your Klan meeting, scumbag.""",PrivateTest
1741,0,20120826181104Z,"""\xa0Cos'era la veglia funebre della lingua italiana?""",PrivateTest
1742,0,20120826224047Z,"""LOL, my you are just a bitter person arent' you?   He's wealthy, others aren't.  That is life and we all know life isn't always fair.  He is also not the only wealthy person serving in the forces but your anger won't let you see common sense.""",PrivateTest
1743,0,20120531011827Z,"""Sunnah or later, you'll be in a burka! (:)""",PrivateTest
1744,0,20120603203239Z,"""You still lose your license and all that.""",PrivateTest
1745,0,20120531222232Z,"""MAN I LOVE YOUR COMMENT IT MADE ME LAUGH SO HARD AND YOU ARE RIGHT.""",PrivateTest
1746,1,20120526233340Z,"""filthy fucking muslim""",PrivateTest
1747,0,20120528181157Z,"""not as much as you're school system.""",PrivateTest
1748,1,20120528225313Z,"""Fuck you Claude Giroux""",PrivateTest
1749,1,20120529144213Z,"""you are an idiot!  a racist idiot!""",PrivateTest
1750,1,20120824125918Z,"""@knives; I'm a male in my 50's and I think you are a nasty piece of work if you honestly believe what you wrote. Does that count?""",PrivateTest
1751,0,20120602165543Z,"""what the hell are you talking about""",PrivateTest
1752,0,20120527161302Z,"""Obviously you missed being a victim.""",PrivateTest
1753,0,20120601143524Z,"""@Susan Snyder this would be perfect for your kitty!!""",PrivateTest
1754,1,20120528025939Z,"""\xa0You are also stupid!!!! Geeesh!""",PrivateTest
1755,0,20120601072909Z,"""Get Your Wings was so much better.&nbsp;""",PrivateTest
1756,1,20120603202622Z,"""You're a real gashole, you know that?""",PrivateTest
1757,1,20120528181210Z,"""I WAS BORN IN PUERTO RICO AND I DON'T SPEAK FUCKIN SPANISH FUCK OUTTA HERE BITCH I UNDERSTOOD EVERY WORD U SAID TOO SMMFH EAT SOME FOOD PUT SOME POUNDS ON AND GET IT RIGHT """,PrivateTest
1758,1,20120601162205Z,"""what is a hater? only a moron uses that term, making you a moron. \n\nI don't like when it rains, am i just a rain hater?\n\n""",PrivateTest
1759,1,20120529022838Z,"""when you're as fat as Coffey..that tends to happen.""",PrivateTest
1760,0,20120531153202Z,"""Manny was a BEAST.\n\nWTF are you talking about?""",PrivateTest
1761,0,20120528100807Z,"""\xa0we need to stop make only daughters for white men who will be just strippers, white man's porno whores or babymamas for white race. make more real dark/brown skin black sons for black race only when real black ppl and african/black culture still alive in this world! fuck racist whites and their dumb whores! """,PrivateTest
1762,1,20120531184747Z,"""Not when is said by another white person you muppet. 5-2 and gunning for jew. Play your cards now.""",PrivateTest
1763,1,20120602214807Z,"""dude you are fat""",PrivateTest
1764,1,20120531185413Z,"""You're dumb then.""",PrivateTest
1765,1,20120527210906Z,"""Max are you tacoboy""",PrivateTest
1766,1,20120825053026Z,"""seriously, like your own posts faster...it's not obv at all""",PrivateTest
1767,0,20120527031159Z,"""\xa0you are?""",PrivateTest
1768,1,20120529025144Z,"""Ok. You are a complete retard. Re-read what you just said about a ""bullpen"". You know nothing about baseball!""",PrivateTest
1769,0,20120825074338Z,"""what are you supposed to do. politely ask them to stop. I get what your saying, but the coin has two sides.""",PrivateTest
1770,1,20120603174302Z,"""very stupid comment you would think it was made with a dick right inside your asshole...if you start calling people Kale, Kuks and Luos t then you are not suppose even to call yourself a Kenyan. In mombasa i would have told you...Sura Kama Varanda Ya Kuma...ngombe..tribal chieftain in a dark coat..""",PrivateTest
1771,0,20120602054500Z,"""Are you bleaching your hair? """,PrivateTest
1772,0,20120531222302Z,"""\xa0Please don't visit then, the chain restaurants and times square might mind but the rest of us really are better without stupid tourists acting like idiots here.""",PrivateTest
1773,0,20120603205931Z,"""You're right,\xa0that is quite a stretch.\n""",PrivateTest
1774,1,20120531011504Z,"""Why can;t you find your d ick? LOL """,PrivateTest
1775,1,20120602094957Z,"""To Chindokae: You are one dumb redneck.""",PrivateTest
1776,1,20120601163534Z,"""'poofter' - are you soft in the head?\n\n\xa0Idiot.....""",PrivateTest
1777,0,20120603173734Z,"""Are you a Browns fan now Bob?""",PrivateTest
1778,1,20120531222348Z,"""\xa0\nLOLOLOLOL\xa0 Look at you.\n\tYou're an old man and your only social life here. Oh,LOLOL\xa0\n\tPathetic. \n\t\n\n\n""",PrivateTest
1779,0,20120603173651Z,"""Are you doing the shoot?""",PrivateTest
1780,1,20120603184440Z,"""You really are a clown.""",PrivateTest
1781,1,20120602033249Z,"""Are you a Heat fan ? I've seen you on here before. What a poser.""",PrivateTest
1782,0,20120602113543Z,"""Congrats @Jennifer Christianson! You are our 6/2 winner! Please email your shipping address to iMOM@familyfirst.net so we can send your book and t-shirt!""",PrivateTest
1783,1,20120527155044Z,"""How about you start acting like a real feminine woman and shut the fuck up. You're a virgo as well? smh""",PrivateTest
1784,1,20120527213854Z,"""DAMN HE TOSSED AND SLAPED HER ASS THEN CALLED HER A ""BITCH""....FUCKBOY ASS NIGGA....POSTED BY MR.$MBS$""",PrivateTest
1785,1,20120527063203Z,"""\xa0You ? Will die""",PrivateTest
1786,1,20120603085630Z,"""that would be ""your f{cking career"", actually.""",PrivateTest
1787,0,20120527155242Z,"""haha. :D its alright i wont do anything reckless :D\n\ni wont kill myself something like that cause i know,, all those who left me will be crawling back to me :D """,PrivateTest
1788,1,20120527161017Z,"""\xa0YEA HE TOUCHED UGLY GIRLS STANK ASSES THTAS SO GREAT! GET THE FUCK OUTTA HERE SMH""",PrivateTest
1789,1,20120529025047Z,"""Oh my god. You are dumber than a box of hair.\xa0""",PrivateTest
1790,0,20120528195943Z,"""You were ever here?""",PrivateTest
1791,1,20120529013551Z,"""im just go end this by saying fuck u u fuckin internet thug an there is no definition for internet gangster fuck boy all these females up hear an ur argueing wit a male get out my fuckin comments u fagget""",PrivateTest
1792,0,20120602150327Z,"""Welcome back to earth. \xa0I hope you are feeling 'mighty fine!' \xa0Because your 'one of a kind.' \xa0Have a wonderful Saturday. Jaap.""",PrivateTest
1793,0,20120531011731Z,"""The point is in response to your comment ""shouldn't even have a computer entrusted to them"" <---- like a computer is some kind of hi tech.  \n\n""",PrivateTest
1794,0,20120602215118Z,"""Mr. Lynx you are da man....Luv your analysis of the games!!! """,PrivateTest
1795,1,20120602191238Z,"""If you kick Minhyuk out of a chair Ima bitchslap you into the 22 century.""",PrivateTest
1796,1,20120602215119Z,"""Its ""faggot"" you ignorant fuck plus what you trying to impress us with your girl scout club you dumb shit, fuck you, your FAGGOT ass cousins, and fuck m.o.b. you stupid fuck! What is that a little gang full of wannabes cuz unless its a cartel you aint impressing shit! We butt fuck little bitches like you and your cousins down here and the chop you into pieces cuz your little club ain't shit dumb mudafucka! """,PrivateTest
1797,0,20120527195224Z,"""I agree with u if u can't stand by your words then why should anyone listen to them in your raps even if u say dumd shit like u said at least stand by it""",PrivateTest
1798,0,20120531075641Z,"""Liking your own posts doesn't make you any cooler.""",PrivateTest
1799,0,20120528234746Z,"""\xa0Shit annoying as fuck, especially when they arguments always either you hating or he getting money... what major recording artist ain't getting money?""",PrivateTest
1800,1,20120826115947Z,"""carssuck, and zipperx1, STOP SMOKING POT!""",PrivateTest
1801,0,20120531185813Z,"""Their diet lemonade is the shit.\n\nAnd yeah, awfully pretentious introduction considering your typical drunk-for-as-few-dollars-as-possible attitudes.""",PrivateTest
1802,0,20120528221426Z,"""I\xa0just said that shit...""",PrivateTest
1803,0,20120528061456Z,"""you a pussy""",PrivateTest
1804,0,20120529130854Z,"""Yep!  You are your mother's daughter!!!  lol""",PrivateTest
1805,0,20120527211030Z,"""oh my goodness.. bow wow try to talk like lil wayne, rap like drake, and dress like soulja boy smfh..... be YOURSELF bow wow!""",PrivateTest
1806,0,20120527073248Z,"""Pete Carroll is better than you - Dipset is like 2004ish. Heh\n\nReally?  Damn, I have NO sense of time.  """,PrivateTest
1807,0,20120527211120Z,"""You is have bad grammar""",PrivateTest
1808,0,20120528222516Z,"""You just can't make up muzzuruh dumb, can you?""",PrivateTest
1809,0,20120529131157Z,"""Where and when are you cruising?!""",PrivateTest
1810,0,20120602142050Z,"""You are investing in Chinese property? \xa0Bloody hell, man, there's whole cities full of empty apartments out there.""",PrivateTest
1811,1,20120601154549Z,"""We all wish you were leaving because its only making us dumber reading your comments""",PrivateTest
1812,1,20120601150740Z,"""Screw you""",PrivateTest
1813,0,20120602024113Z,"""I gave one of my co-workers a little bit of shit over that.\n\nI said ""You seem like you believe nothing ever happened in the world before you were 17.""""",PrivateTest
1814,1,20120531011902Z,"""\xa0then you should get some pills for ADHD """,PrivateTest
1815,1,20120603202547Z,"""You, sir, are a m0ron.""",PrivateTest
1816,0,20120602112002Z,"""who is ""our""?  do you mean ""your""?""",PrivateTest
1817,0,20120602150535Z,"""i loved your videos espesily the one called: shit people do insted of studying        :D""",PrivateTest
1818,1,20120526233113Z,"""I know that you dumb fuck with a cracker name no wonder..go figure""",PrivateTest
1819,0,20120529144202Z,"""You get the tax payers to fund 88% of your pension and you are complaining? WOW.""",PrivateTest
1820,0,20120531194800Z,"""you are grasping""",PrivateTest
1821,1,20120529095017Z,"""Don't Record If Your Monkey Ass Can't Sit Still , Giving Me A Damn Headache """,PrivateTest
1822,1,20120528221529Z,"""How is he being a dick? Just cause you don't like what he said doesn't make him a dick it makes you a dick""",PrivateTest
1823,0,20120528080945Z,"""^^^ okay nooo lol wayne sorry as fuck with same boring ass metaphors. G.O.O.D MUSIC """,PrivateTest
1824,1,20120602004018Z,"""Another idiotic comment from you, you're a wonderful idiot.""",PrivateTest
1825,0,20120529130416Z,"""You are the Manu.""",PrivateTest
1826,1,20120528221840Z,"""You ignorant US losers.\n\ndo you ever see the money?\n\ndo you earn more than 10000 $ a year?\n\ndo you ever go to college(must not be MIT or Yale)\n\nwe do not despise you,\n\ndo you ever despise your sh *T? """,PrivateTest
1827,0,20120527004736Z,"""Yep, these are soo you!\n""",PrivateTest
1828,0,20120601201201Z,"""Tell us how you really feel.""",PrivateTest
1829,0,20120601002254Z,"""Depends what state you're in.""",PrivateTest
1830,1,20120531150004Z,"""You remind me of a meme like\nIS A GIRL\n*your face*\nCAN'T HAVE BOOBIES\nlike damn""",PrivateTest
1831,0,20120603121442Z,"""Love the yard you are with.""",PrivateTest
1832,1,20120602021429Z,"""we re saying you re a morron...now go hide under your bed""",PrivateTest
1833,0,20120531162527Z,"""Which Americans are you referring to?""",PrivateTest
1834,1,20120527211220Z,"""Rickie you are a coward """,PrivateTest
1835,0,20120528191902Z,"""The frightened, sewer dwelling vermin quickly realised it scurried for a black person and not the safe, festering pile of shit it smelled ONLY after the nigger tried to eat it. A common sight among all blacks...not just the homeless.""",PrivateTest
1836,0,20120602003015Z,"""Your stadium is atrocious """,PrivateTest
1837,0,20120602090351Z,"""!!! Is it from your camera?""",PrivateTest
1838,1,20120527175843Z,"""I pity you am boy your brain is distorted ! We can't get down to your level. Why don't you go to other news website like abante where you truly belong.""",PrivateTest
1839,1,20120529160305Z,"""wow you sound so smart.""",PrivateTest
1840,0,20120527004453Z,"""Rickywilliams are you a boston fan""",PrivateTest
1841,0,20120528030029Z,"""Hating for jealousy is just so absurd, though.  It makes you look like an idiot with no knowledge of baseball at all.""",PrivateTest
1842,0,20120530223712Z,"""I feel like starting a new thread just to troll her, because I'm a dick.\n\nAnd the stuff she said about you is some fucking bullshit, @avclub-1881baeccb7399f3452cd7f37cdb2b29:disqus. <a href=""http://www.youtube.com/watch?v=7XapfIDd6v8"">Don't let it get you down.</a>""",PrivateTest
1843,1,20120529163550Z,"""dont play hard to get bitches you come drink all our beer and smoke all of our drugs and expect not to give the pussy up.\xa0 """,PrivateTest
1844,1,20120603072848Z,"""Fuck you moderator your a bitch""",PrivateTest
1845,0,20120528180028Z,"""How long have you been watching the Romney movie !!!!!!!!!!!!!!!!!""",PrivateTest
1846,0,20120601220316Z,"""Don't let a few clowns ruin your board experience. We have our idiots too, remember.""",PrivateTest
1847,0,20120527213857Z,"""you're too easy""",PrivateTest
1848,0,20120602142121Z,"""You know..you are only supposed to pull for your team right?  Not the whole conference..""",PrivateTest
1849,0,20120529163750Z,"""can I pay your loans off for you?""",PrivateTest
1850,0,20120528030209Z,"""Maybe he's recently resurrected from the dead.. let's not be quick to judgement.. you try knowing right from wrong when your stomach is empty and your skull is full of worms and maggotts..\xa0 let me tell ya... it's not that easy!! """,PrivateTest
1851,1,20120823143908Z,"""Del rio has been heavyweight champion before. So I don't know what you guys are talking about. He has had big wins, and has been champion. Know what your talking about instead of sounding like idiots.""",PrivateTest
1852,1,20120528171751Z,"""O WOW CUS EMINEM SAID IT ITS THE LAW OF THE LAND HUH? AN IM DA IDIOT? AN SINCE U WANA QUOTE EMINEM WHO DA FUCK RAISED HAILEY CUS HE DIDNT?""",PrivateTest
1853,0,20120527140700Z,"""Cricket, you're being taken for a ride by your ""party""""",PrivateTest
1854,0,20120601160524Z,"""You obviously don't understand\xa0sarcasm.\xa0""",PrivateTest
1855,0,20120601143328Z,"""fuck me, plz!!!""",PrivateTest
1856,1,20120528181156Z,"""\n\n\n\nHEY, HEY, HEY GOP\xa0& Baggers !\xa0\xa0\n\n\n\n\nTime to pull-out your Secret Weapon !\n\n\n\n\n\nBring back your Messiah, the Waddling, Ignorant, Adulterous, Senile old draft\ndodger, Saint Ronnie Reagan !\n\n\n\n\n\nJust make sure you change his diapers before your dance him around !\n\n\n""",PrivateTest
1857,1,20120823123954Z,"""how is incest not forcible? You are an idiot.\n""",PrivateTest
1858,0,20120601120507Z,"""you're welcome :)""",PrivateTest
1859,1,20120603052854Z,"""Get your eyes checked.""",PrivateTest
1860,0,20120529210343Z,"""thats the problem now...everybody lying to the youth and its fucking the world up but you problem dont care because you dont give a fuck anyway...right""",PrivateTest
1861,1,20120826195322Z,"""Lol you must be smoking trees""",PrivateTest
1862,1,20120825190959Z,"""Who cares a flip about Egypt, except in the abstract?\n\nDemocrats/liberals today CHEAPEN womenhood, put the sexual rather than any other quality before all others in the news, in the cinema, on the internet, pimping the beauty for the moment in news.\n\nGo on HP/AOL, see one headline after another:  Vicki shows her headlights, Diana's Dress too transparent, Brigitte in a Bikini, Hillary's Wardrobe Malfunction (there's a scary one), it's all ONE LONG PIMP ON WOMANHOOD.""",PrivateTest
1863,1,20120601005548Z,"""Your jokes are beyond stupid""",PrivateTest
1864,1,20120529132728Z,"""Dave, you are soooo full ot it that your eyes are brown.""",PrivateTest
1865,1,20120527030950Z,"""You're a bleeding-heart lemon-lime liberal.""",PrivateTest
1866,0,20120601014905Z,"""Yankees fan is you""",PrivateTest
1867,0,20120529163406Z,"""USA wins again by a mile. And before u throw us under the bus just remember who most of these countries turn to when shit hits the fan. We'll get our shit together eventually. Obama2012""",PrivateTest
1868,1,20120825045430Z,"""I'd rather a nice ""fag"" camp with my son than someone with as low of an IQ as you.  Being homosexual doesn't make you a pedophile.""",PrivateTest
1869,1,20120531044221Z,"""What a stupid little shit.  Punish him.""",PrivateTest
1870,1,20120528095912Z,"""Ha you def are a bitter black bitch.....Asians talk about you dumb broads while they do your nails....Laughing at you dumb broads yet your not bothered.... But you're bothered about a complete stranger that could give 2 fucks about you're hoodrat ass""",PrivateTest
1871,1,20120531043817Z,"""Or stop getting so mad at Blacks for not reaching the bar!\n\nBlacks know this is all bullshit as much as we aware Whites. \xa0Blacks are that dumb, to not realize there is a lower proportion of smart Blacks. \xa0In a way Blacks are smarter, because most of them never really fell for the idea that Blacks could do just as well in school as whites. \xa0\n\nSometimes smart people, like intellectual Whites, can fall for the DUMBEST ideas, like egalitarianism. \xa0\nA street ""nigga"" would have laughed that ""egalitarian"" stuff right off the corner: ""Common, nigga, is you kiddin me? \xa0You think Black folk gon be eva just as good at White folk at school? \xa0Comon nigga, get that shit outta hurr, a nigga is a nigga. \xa0A nigga gotta hustle, a nigga gotta be street smart, but a nigga sure as hell ain't gon spend his life behind a microscope of a computer or sum shit like that. \xa0Me nigga? \xa0Imma stay right hurr on the corner, work at the chop shop for cars, and work dees hoes. \xa0Dass what a real nigga do""\n""",PrivateTest
1872,0,20120528233123Z,"""who is your starting Center?""",PrivateTest
1873,1,20120602194800Z,"""What are you? Homeschooled?""",PrivateTest
1874,0,20120526233329Z,"""Absolutely!!! How long are you guys going for? """,PrivateTest
1875,0,20120527204748Z,"""Kenneth you are out touch of the situation.\xa0Better prepare.""",PrivateTest
1876,1,20120527211301Z,"""\xa0@takingback\xa0 oh and just for the record i've seen your previous comments on other news storys to do with Britain or its army. It seems your a bit of a hater of Britain, well here's a tip stop reading our news you tard and get a life!""",PrivateTest
1877,0,20120601064000Z,"""Many thanks for your comment :-)""",PrivateTest
1878,0,20120527025100Z,""" Omg this looks like you MOM!""",PrivateTest
1879,0,20120526232917Z,"""Ya'll niggas need to listen over Pusha T - Exodus track again.. He went after YMCMB hard """,PrivateTest
1880,0,20120527072649Z,"""\xa0Your comment is repulsive.""",PrivateTest
1881,0,20120527004535Z,"""fuck out da wa- FUCK OUT DA WAY!""",PrivateTest
1882,0,20120823053731Z,"""The domains isn't penalized as far as I can tell, perhaps it was just increased competition.""",PrivateTest
1883,1,20120529075747Z,"""ok i'm going there and i'm going to be ignorant like you and the other dum asses that reply a stupid racial rematk about afraican american.blacks/negros....at least black people kill other people white people eat them""",PrivateTest
1884,0,20120601143644Z,"""\xa0Your views are extremely short sighted.\xa0 Maybe you should read a little more Philip K. Dick in your spare time. The future is something you don't understand.\xa0 Things change all the time.\xa0 Buffet is now in a very good position to get some real reporting done in America's newspapers.\xa0 This new media influence capability cost him almost nothing. The opinionocracy of the internet is full of name-calling true believers who think the media sound bites they hear on Television and Radio are actually news.\xa0 """,PrivateTest
1885,1,20120527221323Z,"""your a dumb @$$""",PrivateTest
1886,1,20120601181241Z,"""hole in the lower back, your racism stinks straight from your hole""",PrivateTest
1887,0,20120602191219Z,"""like your ideas, are not common. :)""",PrivateTest
1888,0,20120527204759Z,"""I've seen better looking shits.""",PrivateTest
1889,1,20120601143540Z,"""you are such a pun.k A.ss""",PrivateTest
1890,0,20120528100627Z,"""\xa0 like Arthur replied I am shocked that a student able to earn $9035 in\xa0four weeks on the internet. have you seen this web link N u tty R i c h \xa0\xa0d o t c o m\n""",PrivateTest
1891,1,20120602123958Z,"""what the fuck im a pornstar can i lick your pusssy plzzzz""",PrivateTest
1892,0,20120531173000Z,"""You realize it isn't mandatory to read every comment, right?""",PrivateTest
1893,1,20120824175947Z,"""Romney: \u2018No one\u2019s ever asked to see my birth certificate\u2019\n\n\nYOU FUCKING LIAR! I have asked several times on this site to see your supposed birth certificate. When are you going to produce it Motherfuker?\n\n\nSo then that means that rich pathetic pasty faced bottom feeder fuks like you get a pass but Obama has to produce his birth certificate time after time after time?\n\n\n""",PrivateTest
1894,0,20120602222340Z,"""just saying, can you remember that?""",PrivateTest
1895,0,20120531184929Z,"""OMG! This shit is fucking awesome! How I wish Jessica could perform with them too. Either way, I'm just so happy and excited. Once again, OMG OMG OMG!<3""",PrivateTest
1896,0,20120527213537Z,"""would you be happier after one beer than\xa0after nine beers.""",PrivateTest
1897,1,20120825135202Z,"""\xa0@VladimirMatyukhin\xa0Actually dipshit, they inform you 1-2 days after you submit your photo. I got my DM on the 21st. You're just mad you didn't get your pair. Typical hater ahaha.\xa0""",PrivateTest
1898,0,20120603184618Z,"""""Tressel Ball"" saved you from ""Cooper Ball""""",PrivateTest
1899,1,20120529022758Z,"""@Fuck:disqus\xa0@cunt:disqus\xa0@shit:disqus\xa0\n\n@Fuck:disqus\xa0you CNN, I know you certainly have a lot to do with the untimely ends of several of our fellow commenters. \xa0You tried many times to get me, but I'm always a step ahead of you.""",PrivateTest
1900,1,20120602063057Z,"""What about my little sister linda Lewis found murdered on 26th and Bond,I'm guessing you not telling the whole truth about your murderers inEast st. louis,just saying who are you procting.""",PrivateTest
1901,0,20120527175847Z,"""Youk's like, ""I know, what the fuck?""""",PrivateTest
1902,1,20120602223744Z,"""Something more for you to shit on: http://poetency.blogspot.ca/2008/11/wal-wartyr-dedicated-to-barbara-hall.html""",PrivateTest
1903,0,20120528171802Z,"""looks like you!\n""",PrivateTest
1904,0,20120531185604Z,"""america will soon be known as nation of faggots\n\nhow u like that lol""",PrivateTest
1905,0,20120527233801Z,"""That is certainly you""",PrivateTest
1906,1,20120601154430Z,"""@Jordan- And you are the perfect example of a jealous Kristen hater, who can dish it out but can't take.  You bash Kristen then you better fucking count on the fact that I will shut your insults and lies down. So Celebuzz features Nicole and that made her queen of Cannes??  That's funny because every major media outlet was talking about Rob and Kristen being the highlight of Cannes, and Kristen's red dress was the top story.  The only story that topped that was Rob and Kristen's pda at the OTR afterparty. How does Kristen crap on us?  Last time I looked Rob and Kristen were shitting on the nonstens and haters theory that they are a pr couple.  Another thing if you are going to call me a psychotic liar you better fucking have the proof to back that up.  I'm not like you lying nonstens, I take the time to get the facts and truth. You need to take a look in the mirror so you can see yourself for the low-class, piece of shit you are. """,PrivateTest
1907,1,20120827005755Z,"""ironbottom,which troll hole did you spew from?""",PrivateTest
1908,1,20120825180159Z,"""But it can be fun for a one off but stupid in the long term.""",PrivateTest
1909,1,20120824185748Z,"""as usual this mad....r   ch....d chodumbram is trying his best to fool indians and with the help of n.d tv and this most corrupt hinduatan times he is succeding in fooling indians .are we  indians that idiots that we cannot see thru the corruption of this most corrupt congress party,this party has been succeding fool of indians for last sixty five yeras ,but no more of this garbage from this party run by the most corrupt italian maid""",PrivateTest
1910,1,20120531213547Z,"""\n<blockquote>\nYou are dying to accuse me of a diffierent motive.\xa0</blockquote>=> No buddy, your motives are crystal clear when you write something like this:\n\n<blockquote>You sure are, and not only are you depraved, you are a dead corpse unable to do anything but be a reprobate.\n\n\n</blockquote>\n=> You are a sadistic pig full of hate and devoid of even the tiniest spark of human compassion.\xa0\n""",PrivateTest
1911,1,20120603201446Z,"""Dude, you are an idiot lol....why not just trade Anthony and Lin sign and trade for Williams.\n\nBe a win win for both teams. Anthony can be a ball hog and get his shots up with the Nets.""",PrivateTest
1912,1,20120602030630Z,"""How about I sew your as.shole shut and keep feeding you. """,PrivateTest
